Disease	Disease_id	Gene	Gene_id	UniProt	Gene_Full_Name	Protein_Class	N_diseases_g	DSI_g	DPI_g	pLI	Score_gda	EL_gda	EI_gda	N_PMIDs	N_SNPs_gda	First_Ref	Last_Ref
Alzheimer's Disease	C0002395	MGLL	11343	Q99685	monoglyceride lipase	hydrolase	33	0.672	0.448	0.017348	0.01	no reported evidence	1.0	1	0	2013.0	2013.0
Alzheimer's Disease	C0002395	NLGN1	22871	Q8N2Q7	neuroligin 1		16	0.752	0.31	0.8823	0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Alzheimer's Disease	C0002395	ARHGEF15	22899	O94989	Rho guanine nucleotide exchange factor 15		5	0.834	0.069	1.2711e-06	0.01	no reported evidence	1.0	1	0	2017.0	2017.0
Alzheimer's Disease	C0002395	CARD8	22900	Q9Y2G2	caspase recruitment domain family member 8		39	0.645	0.552	1.727e-06	0.01	no reported evidence	1.0	1	0	2009.0	2009.0
Alzheimer's Disease	C0002395	SBNO2	22904	Q9Y2G9	strawberry notch homolog 2	nucleic acid binding	16	0.743	0.345	0.041058	0.01	no reported evidence	1.0	1	0	2011.0	2011.0
Alzheimer's Disease	C0002395	SORCS3	22986	Q9UPU3	sortilin related VPS10 domain containing receptor 3	receptor; transporter	4	0.928	0.103	0.00017286	0.01	no reported evidence	1.0	1	1	2013.0	2013.0
Alzheimer's Disease	C0002395	NCOA6	23054	Q14686	nuclear receptor coactivator 6	nucleic acid binding	51	0.648	0.621	0.99998	0.01	no reported evidence	1.0	1	0	1991.0	1991.0
Alzheimer's Disease	C0002395	NMNAT2	23057	Q9BZQ4	nicotinamide nucleotide adenylyltransferase 2	transferase	8	0.834	0.207	0.98832	0.01	no reported evidence	1.0	1	0	2010.0	2010.0
Alzheimer's Disease	C0002395	GRAMD4	23151	Q6IC98	GRAM domain containing 4		6	0.834	0.172	0.99998	0.01	no reported evidence	1.0	1	0	2007.0	2007.0
Alzheimer's Disease	C0002395	RCOR1	23186	Q9UKL0	REST corepressor 1		19	0.762	0.414	0.99993	0.01	no reported evidence	1.0	1	0	2013.0	2013.0
Alzheimer's Disease	C0002395	UBXN4	23190	Q92575	UBX domain protein 4		2	1.0	0.069	0.13733	0.01	no reported evidence		1	0	2007.0	2007.0
Alzheimer's Disease	C0002395	ASTN2	23245	O75129	astrotactin 2		32	0.69	0.379	0.9996	0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Alzheimer's Disease	C0002395	CLUH	23277	O75153	clustered mitochondria homolog	nucleic acid binding	6	0.815	0.138	0.99316	0.01	no reported evidence	1.0	1	0	2012.0	2012.0
Alzheimer's Disease	C0002395	NUP160	23279	Q12769	nucleoporin 160	transporter	5	0.886	0.138	7.5764e-06	0.01	no reported evidence	1.0	1	1	2016.0	2016.0
Alzheimer's Disease	C0002395	WASHC4	23325	Q2M389	WASH complex subunit 4		13	0.815	0.241		0.01	no reported evidence	1.0	1	0	2012.0	2012.0
Alzheimer's Disease	C0002395	SYNE1	23345	Q8NF91	spectrin repeat containing nuclear envelope protein 1		95	0.594	0.621	9.1387e-50	0.01	no reported evidence	1.0	1	0	2015.0	2015.0
Alzheimer's Disease	C0002395	UBR4	23352	Q5T4S7	ubiquitin protein ligase E3 component n-recognin 4		13	0.762	0.276	1.0	0.01	no reported evidence	1.0	1	0	2010.0	2010.0
Alzheimer's Disease	C0002395	SIRT5	23408	Q9NXA8	sirtuin 5	hydrolase; nucleic acid binding	14	0.762	0.207	7.7282e-09	0.01	no reported evidence	1.0	1	0	2015.0	2015.0
Alzheimer's Disease	C0002395	GRIP1	23426	Q9Y3R0	glutamate receptor interacting protein 1		140	0.565	0.621	0.58274	0.01	no reported evidence	1.0	1	0	2018.0	2018.0
Alzheimer's Disease	C0002395	NPTXR	23467	O95502	neuronal pentraxin receptor		6	0.815	0.172	0.74461	0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Alzheimer's Disease	C0002395	KCTD2	23510	Q14681	potassium channel tetramerization domain containing 2		1	1.0	0.069	0.53251	0.01	no reported evidence	1.0	1	1	2015.0	2015.0
Alzheimer's Disease	C0002395	CLCF1	23529	Q9UBD9	cardiotrophin like cytokine factor 1		54	0.713	0.379	0.95197	0.01	no reported evidence	1.0	1	0	2005.0	2005.0
Alzheimer's Disease	C0002395	SEC14L2	23541	O76054	SEC14 like lipid binding 2		98	0.551	0.759	2.248e-08	0.01	no reported evidence	1.0	1	0	2007.0	2007.0
Alzheimer's Disease	C0002395	GTPBP4	23560	Q9BZE4	GTP binding protein 4		22	0.707	0.586	1.0	0.01	no reported evidence	1.0	1	0	1998.0	1998.0
Alzheimer's Disease	C0002395	PADI4	23569	Q9UM07	peptidyl arginine deiminase 4		76	0.592	0.586	2.5932e-16	0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Alzheimer's Disease	C0002395	DDAH1	23576	O94760	dimethylarginine dimethylaminohydrolase 1	hydrolase	37	0.663	0.483	0.016305	0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Alzheimer's Disease	C0002395	NTSR2	23620	O95665	neurotensin receptor 2	receptor	3	0.928	0.138	0.0044683	0.01	no reported evidence	0.0	1	0	2011.0	2011.0
Alzheimer's Disease	C0002395	PRND	23627	Q9UKY0	prion like protein doppel		15	0.799	0.172	0.014739	0.01	no reported evidence	1.0	1	0	2005.0	2005.0
Alzheimer's Disease	C0002395	PPP1R15A	23645	O75807	protein phosphatase 1 regulatory subunit 15A		27	0.696	0.517	1.7607e-12	0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Alzheimer's Disease	C0002395	SLC7A11	23657	Q9UPY5	solute carrier family 7 member 11		28	0.69	0.552	5.7727e-05	0.01	no reported evidence	1.0	1	0	2006.0	2006.0
Alzheimer's Disease	C0002395	TMEFF2	23671	Q9UIK5	transmembrane protein with EGF like and two follistatin like domains 2	enzyme modulator; extracellular matrix protein; receptor	43	0.645	0.483	0.00029752	0.01	no reported evidence	1.0	1	0	2006.0	2006.0
Alzheimer's Disease	C0002395	RAB38	23682	P57729	RAB38, member RAS oncogene family		15	0.743	0.414	0.0018314	0.01	no reported evidence	1.0	1	1	2017.0	2017.0
Alzheimer's Disease	C0002395	EID1	23741	Q9Y6B2	EP300 interacting inhibitor of differentiation 1		4	0.857	0.138	0.44147	0.01	no reported evidence	1.0	1	0	2012.0	2012.0
Alzheimer's Disease	C0002395	PRPF6	24148	O94906	pre-mRNA processing factor 6	nucleic acid binding	72	0.616	0.517	0.0047866	0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Alzheimer's Disease	C0002395	FBXO7	25793	Q9Y3I1	F-box protein 7		46	0.696	0.621	5.975e-07	0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Alzheimer's Disease	C0002395	BRI3	25798	O95415	brain protein I3		5	0.834	0.138	0.031548	0.01	no reported evidence	1.0	1	0	2009.0	2009.0
Alzheimer's Disease	C0002395	FBXL2	25827	Q9UKC9	F-box and leucine rich repeat protein 2		9	0.815	0.207	0.0065792	0.01	no reported evidence	1.0	1	0	2013.0	2013.0
Alzheimer's Disease	C0002395	CHMP2B	25978	Q9UQN3	charged multivesicular body protein 2B		137	0.58	0.586	5.2688e-06	0.01	no reported evidence	1.0	1	0	2015.0	2015.0
Alzheimer's Disease	C0002395	LRP10	26020	Q7Z4F1	LDL receptor related protein 10		3	0.928	0.103	5.2618e-08	0.01	no reported evidence	1.0	1	0	2013.0	2013.0
Alzheimer's Disease	C0002395	PRPF31	26121	Q8WWY3	pre-mRNA processing factor 31	nucleic acid binding	73	0.609	0.552	0.99773	0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Alzheimer's Disease	C0002395	EPC2	26122	Q52LR7	enhancer of polycomb homolog 2	nucleic acid binding	8	0.815	0.207	0.99998	0.01	no reported evidence	1.0	1	0	2011.0	2011.0
Alzheimer's Disease	C0002395	FBXO2	26232	Q9UK22	F-box protein 2		2	0.928	0.103	0.0010951	0.01	no reported evidence	1.0	1	0	2011.0	2011.0
Alzheimer's Disease	C0002395	CLDN17	26285	P56750	claudin 17	cell junction protein	1	1.0	0.069	0.00034603	0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Alzheimer's Disease	C0002395	HSPB8	26353	Q9UJY1	heat shock protein family B (small) member 8		65	0.639	0.414	0.041938	0.01	no reported evidence	1.0	1	0	2007.0	2007.0
Alzheimer's Disease	C0002395	SEZ6L2	26470	Q6UXD5	seizure related 6 homolog like 2		16	0.743	0.31	0.078956	0.01	no reported evidence	1.0	1	0	2013.0	2013.0
Alzheimer's Disease	C0002395	SDCBP2	27111	Q9H190	syndecan binding protein 2	membrane traffic protein	4	0.928	0.138	2.9065e-07	0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Alzheimer's Disease	C0002395	NAAA	27163	Q02083	N-acylethanolamine acid amidase	hydrolase; protease	17	0.752	0.31	1.722e-10	0.01	no reported evidence		1	0	2004.0	2004.0
Alzheimer's Disease	C0002395	SIT1	27240	Q9Y3P8	signaling threshold regulating transmembrane adaptor 1		8	0.799	0.241	0.0009821	0.01	no reported evidence	1.0	1	0	2004.0	2004.0
Alzheimer's Disease	C0002395	TNFRSF21	27242	O75509	TNF receptor superfamily member 21		14	0.773	0.241	0.051371	0.01	no reported evidence	1.0	1	0	2012.0	2012.0
Alzheimer's Disease	C0002395	PDCD4	27250	Q53EL6	programmed cell death 4	nucleic acid binding	119	0.532	0.69	3.1587e-07	0.01	no reported evidence	1.0	1	0	2011.0	2011.0
Alzheimer's Disease	C0002395	CNTN6	27255	Q9UQ52	contactin 6		20	0.743	0.241	5.6548e-31	0.01	no reported evidence	1.0	1	0	2014.0	2014.0
Alzheimer's Disease	C0002395	RND1	27289	Q92730	Rho family GTPase 1	enzyme modulator	8	0.834	0.172	0.69555	0.01	no reported evidence	0.0	1	0	2016.0	2016.0
Alzheimer's Disease	C0002395	UBE2S	27338	Q16763	ubiquitin conjugating enzyme E2 S		43	0.645	0.586	0.63505	0.01	no reported evidence	1.0	1	0	2007.0	2007.0
Alzheimer's Disease	C0002395	TMEM176B	28959	Q3YBM2	transmembrane protein 176B	receptor	6	0.857	0.207	1.2839e-10	0.01	no reported evidence	1.0	1	0	2011.0	2011.0
Alzheimer's Disease	C0002395	SCG3	29106	Q8WXD2	secretogranin III		12	0.773	0.207	0.001306	0.01	no reported evidence	1.0	1	0	2013.0	2013.0
Alzheimer's Disease	C0002395	NCAPH2	29781	Q6IBW4	non-SMC condensin II complex subunit H2		7	0.857	0.207	0.00016085	0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Alzheimer's Disease	C0002395	HOOK2	29911	Q96ED9	hook microtubule tethering protein 2	enzyme modulator; membrane traffic protein	16	0.743	0.345	5.2331e-18	0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Alzheimer's Disease	C0002395	SNX12	29934	Q9UMY4	sorting nexin 12		2	0.928	0.103	0.78088	0.01	no reported evidence	1.0	1	0	2013.0	2013.0
Alzheimer's Disease	C0002395	SLC2A8	29988	Q9NY64	solute carrier family 2 member 8	transporter	3	0.886	0.241	8.4668e-07	0.01	no reported evidence	1.0	1	0	2013.0	2013.0
Alzheimer's Disease	C0002395	NOP53	29997	Q9NZM5	NOP53 ribosome biogenesis factor		27	0.696	0.276		0.01	no reported evidence	1.0	1	0	2013.0	2013.0
Alzheimer's Disease	C0002395	SLC40A1	30061	Q9NP59	solute carrier family 40 member 1		71	0.621	0.655	0.99027	0.01	no reported evidence	1.0	1	0	2015.0	2015.0
Alzheimer's Disease	C0002395	SOCS7	30837	O14512	suppressor of cytokine signaling 7	enzyme modulator	14	0.752	0.379	0.99768	0.01	no reported evidence	0.0	1	0	2016.0	2016.0
Alzheimer's Disease	C0002395	IL22	50616	Q9GZX6	interleukin 22		231	0.464	0.793	0.00019005	0.01	no reported evidence	1.0	1	0	2015.0	2015.0
Alzheimer's Disease	C0002395	GEMIN4	50628	P57678	gem nuclear organelle associated protein 4		43	0.633	0.69	5.4892e-13	0.01	no reported evidence	1.0	1	0	1999.0	1999.0
Alzheimer's Disease	C0002395	MBL3P	50639		mannose-binding lectin family member 3, pseudogene		93	0.555	0.759		0.01	no reported evidence	1.0	1	0	2013.0	2013.0
Alzheimer's Disease	C0002395	PCA3	50652		prostate cancer associated 3		26	0.72	0.448		0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Alzheimer's Disease	C0002395	SHANK1	50944	Q9Y566	SH3 and multiple ankyrin repeat domains 1		26	0.696	0.31	1.0	0.01	no reported evidence	1.0	1	0	2010.0	2010.0
Alzheimer's Disease	C0002395	ASCC1	51008	Q8N9N2	activating signal cointegrator 1 complex subunit 1		107	0.54	0.724	4.646e-15	0.01	no reported evidence	1.0	1	0	2014.0	2014.0
Alzheimer's Disease	C0002395	TMED7	51014	Q86XR7;Q9Y3B3	transmembrane p24 trafficking protein 7	membrane traffic protein; transfer/carrier protein	156	0.5	0.759	0.47378	0.01	no reported evidence	1.0	1	0	2008.0	2008.0
Alzheimer's Disease	C0002395	FIS1	51024	Q9Y3D6	fission, mitochondrial 1		11	0.752	0.448	1.3932e-05	0.01	no reported evidence	1.0	1	0	2009.0	2009.0
Alzheimer's Disease	C0002395	CRYL1	51084	Q9Y2S2	crystallin lambda 1	isomerase; lyase; oxidoreductase	17	0.727	0.448	4.0659e-06	0.01	no reported evidence	1.0	1	1	2015.0	2015.0
Alzheimer's Disease	C0002395	UTP11	51118	Q9Y3A2	UTP11, small subunit processome component	nucleic acid binding	1	1.0	0.069		0.01	no reported evidence	1.0	1	0	2002.0	2002.0
Alzheimer's Disease	C0002395	IRAK4	51135	Q9NWZ3	interleukin 1 receptor associated kinase 4		54	0.624	0.655	9.1404e-09	0.01	no reported evidence	1.0	1	0	2013.0	2013.0
Alzheimer's Disease	C0002395	MZB1	51237	Q8WU39	marginal zone B and B1 cell specific protein		42	0.636	0.552	0.0017802	0.01	no reported evidence	1.0	1	0	2015.0	2015.0
Alzheimer's Disease	C0002395	CD320	51293	Q9NPF0	CD320 molecule		16	0.752	0.31	0.0028126	0.01	no reported evidence	1.0	1	0	2018.0	2018.0
Alzheimer's Disease	C0002395	ECSIT	51295	Q9BQ95	ECSIT signalling integrator		3	1.0	0.069	6.4233e-06	0.01	no reported evidence	1.0	1	0	2011.0	2011.0
Alzheimer's Disease	C0002395	NRN1	51299	Q9NPD7	neuritin 1		14	0.762	0.172	0.86439	0.01	no reported evidence	1.0	1	0	2015.0	2015.0
Alzheimer's Disease	C0002395	HOOK1	51361	Q9UJC3	hook microtubule tethering protein 1	enzyme modulator; membrane traffic protein	10	0.834	0.241	8.1262e-07	0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Alzheimer's Disease	C0002395	UBR5	51366	O95071	ubiquitin protein ligase E3 component n-recognin 5		32	0.667	0.483	1.0	0.01	no reported evidence	1.0	1	1	2013.0	2013.0
Alzheimer's Disease	C0002395	BIN2	51411	Q9UBW5	bridging integrator 2		1	1.0	0.069	5.067e-11	0.01	no reported evidence	1.0	1	0	2012.0	2012.0
Alzheimer's Disease	C0002395	LCMT1	51451	Q9UIC8	leucine carboxyl methyltransferase 1		6	0.928	0.103	5.4606e-05	0.01	no reported evidence	1.0	1	0	2013.0	2013.0
Alzheimer's Disease	C0002395	NAT8B	51471	Q9UHF3	N-acetyltransferase 8B (putative, gene/pseudogene)	transferase	7	0.834	0.172		0.01	no reported evidence	1.0	1	0	2012.0	2012.0
Alzheimer's Disease	C0002395	GDE1	51573	Q9NZC3	glycerophosphodiester phosphodiesterase 1		134	0.524	0.724	6.7784e-06	0.01	no reported evidence	1.0	1	0	2012.0	2012.0
Alzheimer's Disease	C0002395	GHRL	51738	Q9UBU3	ghrelin and obestatin prepropeptide		157	0.511	0.655	1.2062e-11	0.01	no reported evidence	0.0	1	1	2012.0	2012.0
Alzheimer's Disease	C0002395	IL17D	53342	Q8TAD2	interleukin 17D		186	0.486	0.759	0.19652	0.01	no reported evidence	1.0	1	0	2015.0	2015.0
Alzheimer's Disease	C0002395	LRP1B	53353	Q9NZR2	LDL receptor related protein 1B		38	0.672	0.414	0.50513	0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Alzheimer's Disease	C0002395	FXYD6	53826	Q9H0Q3	FXYD domain containing ion transport regulator 6	enzyme modulator; transporter	8	0.785	0.138	0.6456	0.01	no reported evidence	1.0	1	0	2010.0	2010.0
Alzheimer's Disease	C0002395	CNTN5	53942	O94779	contactin 5		13	0.785	0.138	6.6368e-05	0.01	no reported evidence	1.0	1	0	2014.0	2014.0
Alzheimer's Disease	C0002395	POLE3	54107	Q9NRF9	DNA polymerase epsilon 3, accessory subunit		11	0.799	0.276	0.033329	0.01	no reported evidence	1.0	1	0	2009.0	2009.0
Alzheimer's Disease	C0002395	TREM1	54210	Q9NP99	triggering receptor expressed on myeloid cells 1		91	0.562	0.621	0.0072664	0.01	no reported evidence	1.0	1	0	2018.0	2018.0
Alzheimer's Disease	C0002395	PDP1	54704	Q9P0J1	pyruvate dehyrogenase phosphatase catalytic subunit 1	enzyme modulator; hydrolase; phosphatase	34	0.713	0.379	0.49313	0.01	no reported evidence	1.0	1	0	2009.0	2009.0
Alzheimer's Disease	C0002395	CASZ1	54897	Q86V15	castor zinc finger 1	transcription factor	42	0.659	0.552	1.0	0.01	no reported evidence	1.0	1	0	2010.0	2010.0
Alzheimer's Disease	C0002395	FOCAD	54914	Q5VW36	focadhesin		8	0.785	0.207	1.6688e-34	0.01	no reported evidence	1.0	1	0	2012.0	2012.0
Alzheimer's Disease	C0002395	SLC25A38	54977	Q96DW6	solute carrier family 25 member 38		25	0.727	0.241	1.0905e-05	0.01	no reported evidence	1.0	1	0	2013.0	2013.0
Alzheimer's Disease	C0002395	TAPBPL	55080	Q9BX59	TAP binding protein like	defense/immunity protein; receptor	3	0.886	0.138	2.2e-10	0.01	no reported evidence	1.0	1	1	2009.0	2009.0
Alzheimer's Disease	C0002395	NUDT11	55190	Q96G61	nudix hydrolase 11	hydrolase; phosphatase	23	0.696	0.448	0.10946	0.01	no reported evidence	1.0	1	0	2014.0	2014.0
Alzheimer's Disease	C0002395	SBNO1	55206	A3KN83	strawberry notch homolog 1	nucleic acid binding	11	0.815	0.172	1.0	0.01	no reported evidence	1.0	1	0	2011.0	2011.0
Alzheimer's Disease	C0002395	ADI1	55256	Q9BV57	acireductone dioxygenase 1	oxidoreductase	20	0.713	0.483	0.00022864	0.01	no reported evidence	1.0	1	0	2008.0	2008.0
Alzheimer's Disease	C0002395	FBXW7	55294	Q969H0	F-box and WD repeat domain containing 7	enzyme modulator	140	0.511	0.759	0.99933	0.01	no reported evidence	1.0	1	0	2004.0	2004.0
Alzheimer's Disease	C0002395	SLC30A10	55532	Q6XR72	solute carrier family 30 member 10		77	0.602	0.552	0.9753	0.01	no reported evidence	1.0	1	0	2014.0	2014.0
Alzheimer's Disease	C0002395	PLXNA3	55558	P51805	plexin A3		10	0.815	0.345	0.052406	0.01	no reported evidence	1.0	1	0	2010.0	2010.0
Alzheimer's Disease	C0002395	ATF7IP	55729	Q6VMQ6	activating transcription factor 7 interacting protein		83	0.594	0.655	0.99998	0.01	no reported evidence	1.0	1	0	2014.0	2014.0
Alzheimer's Disease	C0002395	HHAT	55733	Q5VTY9	hedgehog acyltransferase	transferase	70	0.616	0.655	2.4387e-08	0.01	no reported evidence	1.0	1	0	2004.0	2004.0
Alzheimer's Disease	C0002395	LMO3	55885	Q8TAP4	LIM domain only 3		63	0.621	0.345	0.71406	0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Alzheimer's Disease	C0002395	MYO5C	55930	Q9NQX4	myosin VC	cell junction protein; cytoskeletal protein; enzyme modulator	13	0.799	0.103	9.255e-35	0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Alzheimer's Disease	C0002395	APOM	55937	O95445	apolipoprotein M		38	0.648	0.483	0.00099371	0.01	no reported evidence		1	0	2004.0	2004.0
Alzheimer's Disease	C0002395	CFC1	55997	P0CG37	cripto, FRL-1, cryptic family 1	calcium-binding protein	78	0.572	0.552	0.09791	0.01	no reported evidence	1.0	1	0	2011.0	2011.0
Alzheimer's Disease	C0002395	KIAA1217	56243	Q5T5P2	KIAA1217		9	0.834	0.241	0.00015537	0.01	no reported evidence	1.0	1	1	2016.0	2016.0
Alzheimer's Disease	C0002395	BTNL2	56244	Q9UIR0	butyrophilin like 2	enzyme modulator	60	0.619	0.621	9.2304e-11	0.01	no reported evidence	1.0	1	1	2017.0	2017.0
Alzheimer's Disease	C0002395	CTNNBL1	56259	Q8WYA6	catenin beta like 1		57	0.616	0.69	0.0068691	0.01	no reported evidence	1.0	1	0	2009.0	2009.0
Alzheimer's Disease	C0002395	SLC2A9	56606	Q9NRM0	solute carrier family 2 member 9		47	0.642	0.552	7.0534e-10	0.01	no reported evidence	1.0	1	0	2013.0	2013.0
Alzheimer's Disease	C0002395	ANKS1B	56899	Q7Z6G8	ankyrin repeat and sterile alpha motif domain containing 1B	transmembrane receptor regulatory/adaptor protein	20	0.743	0.276	0.99999	0.01	no reported evidence	1.0	1	0	2004.0	2004.0
Alzheimer's Disease	C0002395	SPPL2B	56928	Q8TCT7	signal peptide peptidase like 2B	hydrolase; protease	3	0.886	0.138		0.01	no reported evidence	1.0	1	0	2014.0	2014.0
Alzheimer's Disease	C0002395	DUSP22	56940	Q9NRW4	dual specificity phosphatase 22		10	0.799	0.241	0.041681	0.01	no reported evidence	1.0	1	0	2014.0	2014.0
Alzheimer's Disease	C0002395	PDSS2	57107	Q86YH6	decaprenyl diphosphate synthase subunit 2	transferase	44	0.642	0.448	4.1776e-08	0.01	no reported evidence	1.0	1	0	2009.0	2009.0
Alzheimer's Disease	C0002395	HRASLS	57110	Q9HDD0	HRAS like suppressor		12	0.752	0.345	0.00026775	0.01	no reported evidence	1.0	1	0	2011.0	2011.0
Alzheimer's Disease	C0002395	CAMK1D	57118	Q8IU85	calcium/calmodulin dependent protein kinase ID	kinase; transferase	12	0.785	0.345	0.99933	0.01	no reported evidence	1.0	1	0	2014.0	2014.0
Alzheimer's Disease	C0002395	CD177	57126	Q8N6Q3	CD177 molecule		62	0.596	0.621		0.01	no reported evidence	1.0	1	0	2009.0	2009.0
Alzheimer's Disease	C0002395	RTN4	57142	Q9NQC3	reticulon 4		35	0.667	0.448	0.79399	0.01	no reported evidence		1	0	2006.0	2006.0
Alzheimer's Disease	C0002395	AICDA	57379	Q9GZX7	activation induced cytidine deaminase	hydrolase; nucleic acid binding	188	0.484	0.862	6.387e-05	0.01	no reported evidence	1.0	1	1	2002.0	2002.0
Alzheimer's Disease	C0002395	AMIGO1	57463	Q86WK6	adhesion molecule with Ig like domain 1		2	0.928	0.069	0.98086	0.01	no reported evidence	1.0	1	0	2010.0	2010.0
Alzheimer's Disease	C0002395	KIDINS220	57498	Q9ULH0	kinase D interacting substrate 220		92	0.579	0.655	0.05268	0.01	no reported evidence	1.0	1	0	2013.0	2013.0
Alzheimer's Disease	C0002395	HECW2	57520	Q9P2P5	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2	ligase	50	0.701	0.345	0.99965	0.01	no reported evidence	1.0	1	0	2012.0	2012.0
Alzheimer's Disease	C0002395	SORCS2	57537	Q96PQ0	sortilin related VPS10 domain containing receptor 2	receptor; transporter	10	0.815	0.172	0.011485	0.01	no reported evidence	1.0	1	0	2013.0	2013.0
Alzheimer's Disease	C0002395	STIM2	57620	Q9P246	stromal interaction molecule 2		20	0.727	0.345	0.99697	0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Alzheimer's Disease	C0002395	ALS2	57679	Q96Q42	ALS2, alsin Rho guanine nucleotide exchange factor		79	0.663	0.31	3.1485e-10	0.01	no reported evidence	0.0	1	0	2004.0	2004.0
Alzheimer's Disease	C0002395	LSM2	57819	Q9Y333	LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated	nucleic acid binding	24	0.696	0.483	2.3646e-05	0.01	no reported evidence	1.0	1	0	2013.0	2013.0
Alzheimer's Disease	C0002395	GRHL3	57822	Q8TE85	grainyhead like transcription factor 3	transcription factor	39	0.656	0.379	0.99256	0.01	no reported evidence	1.0	1	0	2015.0	2015.0
Alzheimer's Disease	C0002395	PTBP2	58155	Q9UKA9	polypyrimidine tract binding protein 2		27	0.685	0.483	0.99972	0.01	no reported evidence	1.0	1	0	2011.0	2011.0
Alzheimer's Disease	C0002395	NLRC4	58484	Q9NPP4	NLR family CARD domain containing 4		98	0.6	0.552	9.999e-12	0.01	no reported evidence	1.0	1	0	2014.0	2014.0
