"gene","patient1","patient2","patient3","patient4","patient5"
"KIAA1324",3.45522222222222,3.60077777777778,4.08144444444444,3.52233333333333,2.72811111111111
"KIAA1328",0.4785,0.331833333333333,-0.249666666666667,0.418666666666667,-0.611166666666667
"DDIT4L",-0.43625,1.86125,1.0615,1.91425,-0.2105
"CAMKV",-2.9095,-3.30025,-3.435,-2.78325,-2.36575
"TTTY9A",0.20225,0.55175,-0.32975,0.46425,-0.311666666666667
"SORD",0.843625,0.68175,0.800625,0.2325,-0.1315
"GALE",-0.023,-0.36975,-1.2805,-0.62525,0.16925
"CDK7",0.5005,0.265166666666667,0.4045,-0.0975,-0.104666666666667
"IGSF21",3.20733333333333,3.03966666666667,0.853,1.73233333333333,0.147666666666667
"GALC",1.06783333333333,1.24683333333333,2.18616666666667,1.2265,0.924666666666667
"GALM",-0.148,-0.969666666666667,-1.90466666666667,-0.513333333333333,-1.368
"KLF1",-2.6705,-2.66525,-2.52425,-2.41975,-2.6645
"C14orf94",-0.403666666666667,0.187833333333333,-0.309333333333333,0.00716666666666666,-0.978
"CYP4F22",-0.892,1.08316666666667,2.68133333333333,1.598,-1.5224
"NUP50",-0.727785714285714,-0.0926428571428571,0.0625,-0.415142857142857,0.473785714285714
"RPSA",-0.436,0.2685,-0.5445,0.047,0.629
"NUP54",-0.6715,-0.3895,-0.534,0.0185,-0.591
"C7orf23",-0.645,-0.3795,-1.374,-0.1855,-0.704
"TAPBP",0.6925,0.88495,0.59725,-0.000749999999999973,0.6524
"CDK8",-1.22416666666667,-0.535166666666667,-1.23633333333333,-0.181833333333333,-0.0531666666666666
"ADRB2",-0.20825,0.65475,-0.7815,0.59775,-0.94475
"ADRB3",0.2835,0.218,0.148,-0.025,0.2135
"KIAA0556",0.4051,0.2112,0.7009,-0.0506,0.2497
"CSNK2B",-0.0627,-0.4528,-0.7573,-0.6847,-0.3781
"MCM3AP",-0.0416666666666667,-0.0901666666666667,3.2,-0.309,0.6425
"RASGRP1",0.9408,-0.7812,-0.276,-0.2048,-0.9775
"RPS20",0.0422,-0.2586,0.5882,-0.0718,-0.3583
"FCGR3A",7.31175,7.27825,6.4205,5.95425,6.84525
"CABP1",-1.079,-0.6065,-0.5665,0.143333333333333,0.203
"LOC126520",0.0145,-0.1115,-0.5155,0.03,-0.3795
"LOC348180",-0.9445,-1.4805,-1.004,-1.13575,0.03575
"ALDH1A1",-2.14133333333333,0.518166666666667,-2.28666666666667,0.380833333333333,-0.792833333333333
"GCDH",0.5835,-0.09075,0.8305,-0.466,0.1725
"ALDH1A3",-1.0267,0.7488,-4.0286,3.133,1.2093
"PRICKLE1",0.277,2.29975,-2.4575,1.44675,2.43175
"PRICKLE2",1.524,1.8685,-3.43825,1.8045,0.805
"RPL29",-0.29375,0.03625,-1.26925,0.70275,-0.829
"MRPS9",-0.27325,-0.0825,-0.96575,-0.05925,-0.61075
"CCNJL",-1.89316666666667,-0.307166666666667,-2.88766666666667,0.178833333333333,0.448833333333333
"PCYOX1",0.029625,0.668875,-0.121875,0.23075,-0.075125
"TAC1",0.417,3.5645,-0.00175000000000006,3.9898,0.1267
"RPL27",-0.06325,-0.5795,-0.03125,-0.1065,-0.38275
"RPL26",-0.0576,0.2954,-0.4976,0.7816,-0.2097
"RPL21",0.0420625,0.46925,-0.76775,0.415375,-0.0225625
"SLC35B3",0.113,1.8595,0.61525,1.32325,1.453
"RPL23",-0.0542857142857142,-0.9965,0.106,-0.276857142857143,2.03164285714286
"RPL22",-0.159772727272727,0.541863636363637,-0.286409090909091,0.497545454545455,0.103590909090909
"ATG3",-0.0536666666666667,-0.184166666666667,-0.2815,0.0133333333333333,-0.302833333333333
"GLT25D1",-1.255,-0.8795,-1.52316666666667,-0.836833333333333,-0.200666666666667
"SLC16A11",0.34075,0.4345,0.36275,0.50925,0.4675
"SLC16A10",-2.509,-2.1555,-2.39625,-1.909625,0.491875
"SLC16A13",0.0678333333333333,-0.172166666666667,-0.3015,-0.0238333333333333,0.0148333333333333
"MPN2",-0.880333333333333,0.358166666666667,-1.033,-0.891166666666667,-0.731333333333333
"SPINK7",0.28225,0.1275,0.26025,-0.103,0.44025
"EYA4",-3.09783333333333,-4.0505,-3.75,-3.2225,-3.545
"SPINK5",-3.017,-0.1875,-4.33575,0.2725,-4.067
"SPINK4",0.553,-1.4695,-1.874,-1.87983333333333,-1.7946
"EYA1",-3.13766666666667,-2.91916666666667,-2.90333333333333,-2.05,-3.799
"MRPS5",-1.08883333333333,-0.792666666666667,-1.285,-0.745666666666667,-0.791666666666667
"SPINK1",-1.97725,-0.72275,-1.545,1.36325,0.50275
"DPH3",-0.92375,-2.30625,-1.41375,-1.25425,-0.08975
"MPND",1.336,0.23625,0.07425,-0.562,0.3325
"HPX",4.593,3.30175,3.8725,3.2835,0.94775
"SMARCB1",-0.560333333333333,-0.406166666666667,0.00916666666666667,-0.052,0.140833333333333
"FBXO32",-0.346,2.88825,0.6015,2.651,1.79875
"ZNF720",0.0595,-0.744,-0.20925,-0.754,-0.30925
"HPR",-4.102,-3.397,-4.952,-4.387,-4.4645
"SIRPB1",0.27175,-0.105125,-0.297,-0.02525,0.505375
"C4orf26",-1.226,-0.91925,-0.716,-0.23025,-0.2005
"TDRD6",0.5215,-0.0195,0.659,0.6155,2.3765
"KRTAP13-4",0.4585,0.4995,0.5485,0.1775,0.3915
"KIAA0495",-0.1235,0.2665,0.2005,0.032,-1.138
"HPN",1.6048,1.8276,1.2791,-0.5316,0.1367
"KRTAP13-2",0.0815,0.009,0.075,-0.1565,-0.3865
"KRTAP13-3",0.2155,0.005,0.54,0.081,1.113
"GALNACT-2",-0.4311,0.4963,-0.3988,0.4002,0.8268
"HPD",-3.559,-3.9615,-4.07275,-2.9505,-3.85025
"MAP3K7IP1",-0.555375,0.181625,0.457,0.005375,-0.203625
"MAP3K7IP3",0.164375,-0.313625,-0.386125,-0.28875,0.986125
"MAP3K7IP2",-0.29575,0.60975,-0.213,0.8635,0.543
"C9orf24",1.2195,-0.32625,-0.6505,0.5155,-0.302
"CEBPE",-0.5955,0.3085,0.3535,0.6285,0.752
"ZNF358",0.811666666666667,0.725833333333333,0.419833333333333,0.249833333333333,0.391833333333333
"GABARAPL2",0.2925,-0.76375,0.55175,0.124625,-0.327125
"OAZ2",-0.0123333333333333,-0.193166666666667,0.026,-0.477666666666667,-0.240666666666667
"OAZ3",3.4473,3.0266,1.8991,1.9454,2.5044
"OAZ1",0.332833333333333,0.292,0.8605,0.0466666666666667,0.0318333333333333
"FAM26B",1.1345,2.063,0.257,1.4345,0.4685
"FAM26C",0.2885,0.233,0.584,0.733,-0.004
"FAM26A",-2.0015,-2.0745,-1.87675,-1.431,-1.646
"FAM26F",0.25575,-0.00974999999999999,-1.4955,-0.06225,0.129
"FAM26E",0.123625,1.456375,-0.332,0.668625,1.7235
"ZNF429",0.2605,-0.472375,-1.033375,-0.195375,-1.525125
"VEZT",0.808666666666667,0.899833333333333,0.636333333333333,1.11733333333333,0.535
"HAVCR2",1.03,0.8974,-0.2218,-0.2587,1.2206
"FXYD6",0.273833333333333,2.1775,-0.104833333333333,2.163,1.74616666666667
"FXYD7",-0.061,0.64175,0.43625,0.14575,0.2255
"FXYD4",-1.0965,-0.911,-1.07375,-0.5815,-1.7425
"FXYD5",-0.401166666666667,0.0133333333333333,-2.27566666666667,-0.167166666666667,0.7065
"FXYD2",-1.7815,-1.8952,-2.1686,-1.7398,-2.0162
"FXYD3",1.790625,1.89925,3.44475,2.349875,1.124875
"FXYD1",-0.8295,0.9485,-1.63616666666667,1.75966666666667,-0.410833333333333
"CCR2",-1.92725,-0.258875,-2.729625,-0.778125,-0.844
"KIAA0146",0.18175,0.179125,1.7435,-0.040875,-0.301625
"MAFK",-0.139,-0.3095,0.0035,-0.34,0.3845
"KIAA0143",0.94525,1.13075,2.086,1.0995,0.579
"CREBL1",-0.37425,-0.93025,-0.29375,-0.80575,-0.3985
"CREBL2",0.869,1.411125,1.324875,1.1495,0.135
"C6orf12",-0.0205,-0.073,0.257,-0.25,-1.161
"DISC1",-0.2405,0.0601666666666667,-1.1215,0.266,-0.786333333333333
"C6orf10",0.4276,0.1386,0.00260000000000002,-0.263555555555556,-0.031625
"FAM107B",1.24325,0.192,0.653,0.358,0.15075
"MAP3K7",-0.4065,-0.769,-0.405,-0.096,0.281
"MAFF",-1.28225,-0.47275,-0.08125,0.87175,1.2795
"C6orf15",-0.234666666666667,0.900333333333333,0.131166666666667,3.21883333333333,3.916
"FASTK",-0.3105,-0.221666666666667,0.1915,-0.652,-0.0505
"MGC3771",2.254,1.7255,2.362,1.025,0.8095
"MED11",1.30175,-0.0835,-0.336,0.45375,0.16225
"ABHD6",0.00424999999999999,-0.9065,1.1265,0.22625,-0.01175
"RBPJ",-1.36733333333333,-0.8535,-0.272666666666667,-0.581833333333333,-0.956833333333333
"MED12",-0.0238333333333333,0.0883333333333333,0.482666666666667,-0.0368333333333333,-0.2235
"C19orf6",0.189125,-0.635,0.49525,-0.69475,-0.279625
"PA2G4",-0.991625,-1.264,-1.19725,-0.814375,-1.263375
"DVL1",-0.709333333333333,-0.444,-0.255166666666667,-0.679166666666667,0.3355
"ABCB7",-0.20775,-1.21275,-0.3145,-0.13925,-0.3945
"OR51A7",0.50225,-0.21275,-0.19025,0.04075,0.768
"WT1",-4.445,-4.16233333333333,-3.6778,-4.3795,-1.19816666666667
"RNF24",-0.381,-0.273,-1.92766666666667,-0.325333333333333,-0.2795
"ABCB6",-0.708,-0.6745,-1.2562,-0.569,0.7271
"TWF1",0.433,0.505,1.05333333333333,0.564333333333333,0.522166666666667
"ZIC5",-1.72125,-1.57316666666667,-1.96925,-1.36458333333333,-1.39716666666667
"MED16",0.5745,0.21825,0.34,0.3615,0.03575
"CYP2A13",4.5805,0.5275,0.9525,0.821,0.693
"CCR10",-1.5885,-1.199,-1.777,-1.384,-1.101
"ABCB4",-0.27325,0.0375,0.57225,-0.33075,-0.87
"HCFC1R1",0.5425,0.856166666666667,-0.311333333333333,0.0275,-0.168833333333333
"NKIRAS1",0.578,0.551833333333333,1.01666666666667,0.717333333333333,0.944666666666667
"RBP1",1.6925,2.467,2.6335,2.6835,2.373
"RBP2",0.0268333333333333,-0.109166666666667,1.438,-0.213833333333333,0.1746
"WDR54",-0.550333333333333,-2.24383333333333,0.288,-2.03783333333333,-2.27183333333333
"RBP4",-3.5925,-2.93233333333333,-4.18333333333333,-2.03416666666667,-3.08333333333333
"RBP5",0.484833333333333,3.28566666666667,-0.956833333333333,0.5845,-0.1365
"RBP7",2.0885,2.627,1.6675,3.29783333333333,2.073
"LALBA",0.685,-0.4665,0.0975,3.96,0.2775
"MBTPS2",0.5455,0.38,1.1735,0.14125,0.443333333333333
"OR51A2",0.1385,-0.754,0.912,0.3685,2.2155
"OR51A4",-0.0745,0.08,0.168,-0.00449999999999999,-0.4995
"MGC87042",-0.12725,0.355,-0.8445,0.082,-1.01425
"KRAS",1.14983333333333,0.11975,-0.381666666666667,-0.443083333333333,-0.314166666666667
"ADAM7",0.356,0.044,0.6545,0.4395,0.305
"ABCB8",0.591333333333333,-0.0695,-0.00616666666666667,0.0861666666666667,0.273833333333333
"ADAM2",-2.05233333333333,-2.69916666666667,-1.9635,-1.34316666666667,-2.1544
"ACYP1",-0.6675,-2.0835,-0.90025,-1.686,-0.25725
"ACYP2",0.88175,0.290375,0.785625,0.4895,0.351875
"ARPC1B",-0.942166666666667,-0.349,-1.30783333333333,-1.36966666666667,0.469833333333333
"ARPC1A",-0.3155,-0.2405,-0.260833333333333,0.0823333333333333,-0.432
"ACSL1",-1.16775,1.02975,2.32325,1.79725,1.463
"ACSL6",-0.382375,-0.366625,0.8325,-0.081,-0.235714285714286
"ADAM8",0.321,0.607125,0.469125,0.07925,2.39
"ACSL5",-0.833833333333333,0.380166666666667,-2.47483333333333,0.610666666666667,0.838833333333333
"EGFL7",-0.765166666666667,-0.823833333333333,-2.37783333333333,-1.37216666666667,-0.8775
"EGFL6",0.334833333333333,2.79183333333333,0.710333333333333,3.24583333333333,4.5695
"SPO11",0.414,1.82,1.1455,0.338,-0.1175
"EEF1G",-0.22075,0.86115,-1.2427,0.4408,0.22135
"SMPX",-3.28675,-1.713,-1.7175,0.434,-2.584
"C2orf55",3.34033333333333,3.1115,2.4485,1.8065,1.2426
"C20orf160",0.5445,2.8715,1.151,2.21025,1.3655
"C20orf166",0.0815,0.6125,0.4915,0.6225,0.247
"EEF1D",0.1268,0.7376,1.8397,0.6487,-0.0456
"C20orf165",-0.2145,-0.19525,0.61775,-0.11,-0.23725
"IL20RA",3.988,5.1525,4.6925,5.39925,4.17575
"HTR5A",-0.998666666666666,-1.8755,-1.12333333333333,-1.44116666666667,-2.47033333333333
"TRIM39",0.0295,0.580666666666667,0.664833333333333,0.116,0.143
"TRIM38",0.838833333333333,1.11166666666667,0.5335,0.504666666666667,-0.758166666666667
"RPL8",0.0945000000000001,0.5171,1.3166,0.3646,0.3591
"RPL9",0.226357142857143,0.858285714285714,0.217857142857143,0.586,-0.139357142857143
"HR",-1.13025,0.884375,-1.639375,0.348625,0.375
"OLFML1",1.15125,2.18525,0.3465,1.278,1.41825
"RPL4",-0.5493,-0.1843,-0.9288,0.4711,0.1396
"OLFML3",1.0729,1.9547,-0.9348,1.398,1.149
"TRIM37",-1.9625,-2.61675,-0.57325,-1.26225,-0.80225
"RPL3",0.1307,1.607,0.3065,1.2757,0.2287
"TRIM35",1.1935,0.4295,0.0138749999999999,-0.055375,0.110125
"G6PC2",0.4555,0.3965,0.473,0.529,-0.185
"LOC283693",-0.1585,-0.8325,-0.3725,-0.415,-0.4935
"C21orf25",-0.125833333333333,1.43116666666667,0.507333333333333,0.934,0.667666666666667
"ACSL4",-2.89525,-1.51925,-3.1775,-0.8335,-0.93425
"C21orf29",-0.385166666666667,-0.714666666666667,-0.827,-0.6285,-0.105
"KREMEN2",0.9255,-2.9955,-5.0785,-2.6335,2.658
"KREMEN1",-0.41475,0.040875,-0.64675,0.25975,0.733
"THAP11",-0.27075,0.06275,0.149,-0.287875,0.078125
"NEK10",2.56475,3.0335,-0.9285,3.148,1.14975
"NEK11",2.86733333333333,3.06233333333333,1.943,2.04833333333333,1.86366666666667
"HD",-0.383625,-0.150125,0.588125,0.11425,-0.37
"INTS6",0.1954,0.6564,-0.3177,0.7436,0.1323
"FAT3",-0.57075,-0.194,-0.56025,0.472375,0.0192857142857143
"CYGB",-0.1125,0.5415,-0.7585,0.055,0.758
"NEBL",3.22383333333333,3.17258333333333,3.06008333333333,2.72433333333333,2.08475
"NR1I2",-1.705,-2.12283333333333,-1.71966666666667,-1.0415,-2.9062
"WISP2",-1.31875,-0.02075,-4.162,-1.867,-1.83825
"WISP3",0.2955,1.5135,-1.03,4.176,5.078
"WISP1",1.17077777777778,2.26377777777778,-1.17811111111111,0.0896666666666666,2.81044444444444
"MNT",0.2,0.0458333333333333,0.103333333333333,0.264833333333333,0.457
"CRIP2",2.160875,2.109375,-1.052,1.220375,1.55275
"ZNF585A",0.210166666666667,0.320833333333333,0.519666666666667,-0.125666666666667,-0.5065
"GPR109A",0.5405,0.689,1.355,0.175,0.6815
"HTN3",-0.39775,-0.18925,-0.33425,-0.32025,0.06525
"HINT2",0.97025,0.4385,1.54625,0.16325,-0.133
"SULF1",3.478,3.04633333333333,0.305833333333333,0.825333333333333,4.85033333333333
"ERMAP",0.0883,1.9799,0.3284,0.8677,0.1747
"SCT",0.5425,0.5035,2.0565,0.1475,2.183
"IL22RA1",-0.883,-0.3555,-0.136,-0.028,-1.318
"TSC1",-0.5575,0.140166666666667,0.838333333333333,-0.0845,-0.936333333333333
"FLYWCH2",1.081625,0.98975,0.52775,0.12875,-0.15825
"TPP2",-1.4375,-1.59675,-1.1575,-0.52025,-0.254
"FLYWCH1",-0.014125,-0.619,0.093375,-0.69525,-0.25675
"PBRM1",0.278214285714286,0.436142857142857,0.127857142857143,0.352142857142857,0.498714285714286
"C14orf39",0.2595,0.2165,0.092,-0.14,1.0145
"RCN3",0.79325,1.719,0.7265,1.07825,2.63025
"RCN2",0.0446666666666667,-1.5515,-0.454,-0.0345,-0.377833333333333
"RCN1",-0.345166666666667,-0.1505,-3.64733333333333,0.510166666666667,-0.342
"MN1",-1.96625,0.08475,-2.249,-1.202,-1.51975
"RHOQ",-0.361833333333333,0.141166666666667,1.0285,0.726333333333333,0.456833333333333
"PSG9",-1.777,-0.8675,1.59775,-0.54025,-2.78633333333333
"RHOV",0.866666666666667,1.42333333333333,-1.56583333333333,1.61866666666667,1.3615
"RHOU",-1.894875,1.1635,-0.31125,0.915875,0.439125
"OSTbeta",-0.5835,-2.85475,-3.43675,-1.35475,-2.819
"ANKRD27",-0.588125,-0.34725,0.237625,-0.305375,-0.09075
"WFDC8",0.32775,-0.07325,0.01,0.0545,-0.059
"ANKRD25",-0.466444444444444,0.0662777777777778,-1.93294444444444,-0.0620555555555556,-0.605222222222222
"ANKRD24",-0.0483333333333333,0.0166666666666667,0.4155,-0.210833333333333,-0.862666666666667
"ANKRD23",-0.8095,-1.906,-1.932125,-2.101,-1.361125
"ANKRD22",3.31425,3.0795,2.53575,4.10725,2.9525
"ANKRD21",2.7125,-1.055,-0.0460000000000001,-2.05725,-2.942
"ACO1",-1.61416666666667,-0.929833333333333,-2.66283333333333,-0.872333333333333,-0.782333333333333
"RHOB",1.827,2.2495,2.333,0.4635,1.40866666666667
"RHOA",0.526,0.76975,-0.594583333333333,0.573,0.332583333333333
"WFDC2",3.451625,3.902875,1.637,3.300125,-0.3115
"RHOG",0.3705,0.22075,-0.178,-0.06575,-0.10575
"SUV420H1",0.7874,0.3645,0.2438,0.3694,-0.2068
"ANKRD29",-2.97575,-0.34425,0.87825,0.422,-2.223
"ANKRD28",-1.338625,-0.597,-0.466375,-0.5785,0.036375
"TMEM67",0.089,-0.03475,1.4315,0.4955,0.17425
"TMEM66",0.39525,1.846,-0.08075,1.8625,-0.02975
"TMEM65",-0.883625,-0.137125,0.617125,0.092875,0.77425
"TMEM64",-3.67775,-3.13525,-5.35075,-1.88575,-0.106
"TMEM62",2.35125,1.76125,1.75375,1.87375,1.8365
"TMEM61",0.71,0.745833333333333,0.539,0.822666666666667,-0.204833333333333
"TMEM60",0.754666666666667,-0.293166666666667,-0.0503333333333333,-0.1355,-0.207333333333333
"TMEM69",-0.24575,-0.314,-0.3895,-0.433,-0.52475
"TMEM68",-0.550125,-0.522875,1.193,0.1495,-0.61975
"ITM2C",-2.342,-1.77425,-2.73233333333333,-1.17558333333333,-1.4935
"ITM2B",1.4731,1.7821,0.912,1.5091,1.1559
"ITM2A",-3.4375,-0.485833333333333,-4.16883333333333,1.12683333333333,-2.51633333333333
"RFX1",0.556,0.410625,-0.024125,0.07175,0.15175
"NIP30",-0.399,-0.6035,-0.329875,-0.36875,0.04475
"ZNF70",-0.51075,0.29675,0.56625,-0.00800000000000001,-0.3075
"MICAL2",0.356375,-0.431875,-0.44575,-0.091125,0.29625
"TNFRSF11B",-4.8305,-2.307875,-4.741625,-1.736125,-3.8535
"IQCF1",-0.25025,-0.0981249999999999,-0.0575,-0.3205,-0.106
"UGT8",-1.7615,-1.00283333333333,-1.90883333333333,1.21533333333333,-1.49383333333333
"P2RY10",2.1325,0.535666666666667,-1.45133333333333,0.576666666666667,1.52316666666667
"TRY1",-0.102,-0.101666666666667,-0.0938333333333334,-0.0455,0.0155
"FOXH1",-0.1335,-0.386,-0.3845,-0.683,0.1975
"IL20RB",-2.1675,-3.0605,-2.5235,-1.158,-2.212
"P2RY12",2.06925,3.5755,0.745,2.70975,1.32
"SETD2",0.7495625,0.1348125,-0.178125,0.2019375,-0.106125
"P2RY13",2.6695,2.70575,1.185,1.772375,1.557625
"ZNF628",0.4745,0.321,0.0215,-0.046,0.0725
"ZNF629",0.924125,0.463625,1.241625,0.219125,0.071875
"ZNF624",0.799,0.96625,0.36975,1.243,0.25325
"ZNF625",0.349,-0.26075,0.522,0.07,0.064
"ZNF626",1.362125,0.347,0.418,0.7895,-0.6335
"ZNF627",0.976333333333333,0.977833333333333,0.897333333333333,1.02916666666667,0.595666666666667
"ZNF620",0.4235,-0.7205,0.734,0.2035,-2.13
"ZNF621",0.98175,0.63825,0.867,0.0215,0.61675
"ZNF622",0.0605,0.183,0.2765,-0.36825,0.2675
"ZNF623",-0.592,0.6055,1.6065,-0.3415,-0.0555
"PCTK1",-0.356454545454545,-0.297727272727273,-0.925090909090909,-0.692545454545455,0.110363636363636
"UGT2B15",-0.0215,-2.20466666666667,-0.431666666666667,2.02616666666667,-4.64383333333333
"PCTK3",0.0655,-0.435,0.4345,-0.23,-0.29875
"PCTK2",0.582833333333333,0.716166666666667,2.08333333333333,0.878333333333333,0.69
"UGT2B10",1.9025,-0.455,-3.499,1.01,-2.8665
"UGT2B11",4.27525,2.231,0.417,3.528,-0.7285
"TRIM32",-0.167,0.08275,-0.421875,-0.06525,-0.226625
"HP",-0.9915,-1.0415,-0.885,-1.1555,-1.96
"APAF1",-2.089,-1.313,-0.5475,-1.3365,-0.9735
"RPL5",-0.7775,0.188666666666667,-0.529166666666667,0.629416666666667,-0.591
"FLJ44048",0.266,-0.4605,0.9675,1.1055,0.7125
"CGB7",0.3645,0.9175,0.1435,0.149,0.834
"GML",0.2135,-0.004,0.626,0.535,0.243
"MANBAL",0.973833333333333,0.694,0.581166666666667,0.093,0.00116666666666666
"OR1M1",0.7635,-0.015,0.1475,0.7665,-0.638
"S100A5",0.3975,0.4785,0.331,0.2475,1.005
"MLXIP",-0.674,-0.749166666666667,0.0758333333333333,-0.488583333333333,-0.71125
"ADC",2.0185,1.73866666666667,1.36616666666667,0.859333333333333,0.685
"KIAA0515",0.3875,-0.241346153846154,0.465769230769231,-0.271730769230769,-0.280769230769231
"TMEM120A",1.15125,0.967,-0.413,0.4855,0.51575
"S100A7",-1.2245,-1.492,-1.7975,6.3515,2.413
"ZNF488",-1.919,-0.83375,-1.47225,-0.15375,-1.321
"PTTG3",-1.52083333333333,-2.0795,-2.6175,-3.27583333333333,-1.72466666666667
"ATCAY",-0.326083333333333,-0.252916666666667,-0.667166666666667,-0.8735,-0.631083333333333
"RASGRF2",-0.908,-0.238,-1.6375,-0.485,1.7215
"USHBP1",0.618625,1.9449375,1.059375,1.4299375,1.2975625
"ZNF480",0.02025,-1.4375,-0.6145,-0.94425,-0.32925
"MEIG1",-0.63075,-0.4785,-0.2565,0.1435,-2.899
"ZNF483",-0.392,0.00275,0.19725,-0.028,0.17575
"ZNF484",0.77075,0.8575,0.559,0.1375,-0.97
"ZNF485",0.87075,0.64975,-2.347,0.1395,-0.16375
"ZNF486",1.35633333333333,0.1005,0.474333333333333,0.5225,-0.234166666666667
"ZIC3",-4.32766666666667,-4.56516666666667,-4.684,-2.95,-4.5185
"PRM1",-0.1945,-0.2375,-0.225,-0.367,-0.399
"PRM3",0.586,0.264,1.1505,-0.186,1.095
"PRM2",0.20525,0.64275,-0.091,-0.1045,0.9905
"DECR2",0.47575,0.78575,0.0305,-0.33975,-0.4245
"DECR1",0.574875,-0.472625,0.411875,0.11875,0.6915
"S100A2",-3.8954,-1.5982,-4.5328,0.2043,-0.8763
"LOC202459",-0.0918333333333333,-0.350333333333333,-0.548,-0.0811666666666667,0.124166666666667
"AKR1C3",0.125125,-0.843625,-2.43275,-0.54425,-2.171375
"PPIL2",-0.694166666666667,0.480333333333333,-0.1,-0.673,-0.290333333333333
"ACVR1",0.833833333333333,1.02466666666667,-0.00983333333333333,1.44233333333333,1.35816666666667
"KALRN",-1.9097,-0.5404,0.0959000000000001,0.7365,0.4601
"HMG4L",1.267,-1.33125,-2.36775,-1.93725,0.75275
"JUNB",1.2447,1.3378,-0.2843,1.3246,1.361
"TFF1",0.443083333333333,-2.94891666666667,-3.7925,0.381666666666667,-4.46783333333333
"TFF2",-0.1745,-0.592,-0.934,-0.0345,0.2575
"TFF3",3.28766666666667,2.9555,2.777,2.304,1.5055
"HIST1H2AM",-0.00174999999999992,-1.0255,0.1125,-0.775,0.232625
"HIST1H2AL",0.79425,-0.900625,-0.53125,-0.49,-0.0532499999999999
"HIST1H2AI",0.79475,-0.93625,-0.629,-0.91525,-0.0510000000000001
"HIST1H2AH",1.75116666666667,-0.287833333333333,1.687,0.257166666666667,0.386666666666667
"HIST1H2AK",0.66975,-0.26975,1.35742857142857,-0.119875,0.0025000000000001
"HIST1H2AJ",2.5955,0.352,2.849,0.585,0.9345
"HIST1H2AE",-0.305,-0.69825,0.6275,0.27525,-0.16675
"HIST1H2AD",-0.11125,-0.4505,0.38475,0.03,-0.13275
"HIST1H2AG",-0.1495,-0.6897,0.4881,-0.1278,-0.7835
"HIST1H2AA",-0.00225,0.03925,0.325,0.4635,0.651
"THAP10",-0.0995,-0.4995,0.5655,-0.5645,-2.133
"HIST1H2AC",-0.235,0.666875,1.670625,0.530625,0.9595
"HIST1H2AB",0.879,-0.340333333333333,0.408,-0.1225,0.4505
"INSIG2",-1.95416666666667,-0.233666666666667,0.522333333333333,-0.383,-0.68
"WBSCR17",-1.658,-1.04725,-2.2265,-0.73675,0.01725
"OR8K5",0.1935,-0.672,0.577,0.172,NA
"PRPF19",-0.667,-1.4435,-1.3155,-1.6535,-1.3545
"PRPF18",0.31125,0.419,0.02375,0.78975,0.05075
"GSK3B",0.0205,-0.197333333333333,-0.222,0.025,0.534
"HIGD1A",1.842125,-0.234,-0.088875,0.9445,0.105875
"CLCNKB",0.1975,0.273,-0.1855,-0.224,0.1555
"HIGD1B",3.67775,4.384,3.82175,3.88675,4.2785
"WBSCR18",0.6273,0.2261,0.539,0.2219,-0.0141
"GOLGB1",1.31408333333333,1.35366666666667,1.48958333333333,1.05958333333333,0.9765
"HSP90AA6P",-0.79,-0.963,-1.4325,-0.714,-0.3355
"TRAF1",-1.09691666666667,-0.084,-0.184166666666667,-0.645083333333333,0.487090909090909
"TRAF2",-0.582333333333333,-0.539833333333333,-0.251,-1.00833333333333,-0.509333333333333
"CPXCR1",-0.9245,-0.219,-0.2665,0.679,1.4335
"TRAF4",0.6405,-0.91225,0.290125,1.014125,0.841125
"TRAF5",1.69525,0.709,-1.952,-0.4455,-1.2795
"TRAF6",0.72375,1.01325,0.84125,0.69425,0.482
"TRAF7",0.257666666666667,-0.279,-0.169333333333333,0.300666666666667,0.576333333333333
"HOOK2",1.045,0.341125,0.924125,0.19,0.513
"HOOK3",0.4752,0.5897,0.6153,0.7689,4.2983
"TMPRSS2",2.30016666666667,2.74983333333333,4.91033333333333,3.45633333333333,4.16233333333333
"TMPRSS3",2.96925,1.89775,-3.85425,0.84075,-0.6115
"TMPRSS4",2.59325,-3.1465,-3.37125,-0.13575,-1.48175
"TMPRSS5",-1.0445,-1.39375,-1.38775,-0.45525,-1.09125
"TMPRSS6",1.41264285714286,0.573285714285714,0.315928571428571,0.0458571428571429,-0.725857142857143
"TMPRSS7",0.094,0.148,1.414,-0.3825,-0.732
"OR10C1",0.145333333333333,0.139333333333333,0.0136666666666667,-0.155166666666667,0.306666666666667
"RUVBL1",-0.43975,-0.63975,-0.514583333333333,-0.545833333333333,-0.272
"KCNE1L",-0.0955714285714285,-0.807142857142857,-1.47821428571429,-0.6165,-0.626714285714286
"SEBOX",-0.076,-0.141,-0.316,0.1185,-1.155
"ABCC12",2.36366666666667,0.372166666666667,0.195333333333333,1.07516666666667,1.25866666666667
"ABCC13",-0.22825,-0.400375,0.243375,-0.109875,-1.00428571428571
"ABCC10",-0.62275,-0.13225,-0.90025,-0.24275,0.18325
"ABCC11",4.852,4.46983333333333,1.30383333333333,4.15133333333333,4.96283333333333
"KIAA0226",0.632833333333333,0.0675,0.414083333333333,-0.398416666666667,0.284666666666667
